id	ObjecttypeVanID	AttribuutVan1ID	DomeinwaardeVan1ID	AttribuutVan2ID	DomeinwaardeVan2ID	AttribuutVan3ID	DomeinwaardeVan3ID	AttribuutVan4ID	DomeinwaardeVan4ID	InformatiemodelNaarID	ObjecttypeNaarID	AttribuutNaar1ID	DomeinwaardeNaar1ID	AttribuutNaar2ID	DomeinwaardeNaar2ID	AttribuutNaar3ID	DomeinwaardeNaar3ID	Toelichting
1999	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4110	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_312	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_10837			IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	gesloten verharding	plus-fysiekVoorkomen	asfalt	
2000	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4114	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_312	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_10837			IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	gesloten verharding	plus-fysiekVoorkomen	cementbeton	
2001	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_402	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4118	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120					IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	groenvoorziening	plus-fysiekVoorkomen	groenvoorziening: bodembedekkers	
2002	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_402	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3817	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120					IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	groenvoorziening	plus-fysiekVoorkomen	groenvoorziening: heesters	
2003	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_402	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3818	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120					IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	groenvoorziening	plus-fysiekVoorkomen	groenvoorziening: struikrozen	
2004	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_402	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3820	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120					IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	groenvoorziening	plus-fysiekVoorkomen	groenvoorziening: planten	
2005	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_402	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4119	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120					IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	groenvoorziening	plus-fysiekVoorkomen	groenvoorziening: bosplantsoen	
2006	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_402	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4117	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120					IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	groenvoorziening	plus-fysiekVoorkomen	groenvoorziening: gras- en kruidachtigen 	
2007	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_1038									IMGeo	Overbruggingsdeel	typeOverbrugging	ecoduct 					
2008	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_1039									IMGeo	Overbruggingsdeel	typeOverbrugging	viaduct 					
2009	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_889	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_8769							IMGeo	Overbruggingsdeel	typeOverbruggingsdeel	sloof 					
2010	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_889	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_8758							IMGeo	Overbruggingsdeel	typeOverbruggingsdeel	pyloon 					
2011	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_889	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_8982							IMGeo	Overbruggingsdeel	typeOverbruggingsdeel	pijler 					
2012	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_1040									IMGeo	Overbruggingsdeel	typeOverbrugging	flyover 					
2013	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_889	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_8768							IMGeo	Overbruggingsdeel	typeOverbruggingsdeel	dek 					
2014	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_1037									IMGeo	Overbruggingsdeel	typeOverbrugging	brug 					
2015	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_1041									IMGeo	Overbruggingsdeel	typeOverbrugging	aquaduct 					
2016	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_889	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_8759							IMGeo	Overbruggingsdeel	typeOverbruggingsdeel	landhoofd 					
2022	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_753									IMGeo	FunctioneelGebied (IG)	bor-type	compartiment					
2024	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_390									IMGeo	OverigBouwwerk	bor-type	dugout					
2027	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_608									IMGeo	OverigBouwwerk	plus-type	openbaar toilet 					
2028	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_672									IMGeo	OverigBouwwerk	bor-type	tribune					
2030	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_798									IMGeo	Straatmeubilair	bor-type	grafvoorziening					
2032	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_82									IMGeo	OverigBouwwerk	bgt-type	windturbine					
2038	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_112									IMGeo	Scheiding (IG)	plus-type	damwand					
2044	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_153									IMGeo	Scheiding (IG)	plus-type	geluidsscherm					
2047	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_152	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3808							IMGeo	Scheiding (IG)	plus-type	draadraster 					
2048	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_152									IMGeo	Scheiding (IG)	plus-type	hek					
2051	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_111									IMGeo	Scheiding (IG)	plus-type	kademuur					
2053	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_638									IMGeo	Straatmeubilair	bor-type	leuning					
2054	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_154									IMGeo	Scheiding (IG)	plus-type	muur					
2056	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_681									IMGeo	Straatmeubilair	bor-type	overstap					
2061	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_164									IMGeo	Paal (IG)	plus-type	afsluitpaal 					
2065	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_345	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_7347							IMGeo	Paal (IG)	plus-type	drukknoppaal 					
2066	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_811	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_7345							IMGeo	Paal (IG)	plus-type	grensmarkering 					
2070	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_1004									IMGeo	Paal (IG)	bor-type	dispenser					
2071	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_632									IMGeo	Paal (IG)	bor-type	hoogtebegrenzer					
2074	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_853	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_8788							IMGeo	Paal (IG)	plus-type	lichtmast 					
2075	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_345									IMGeo	Paal (IG)	bor-type	meldpaal					
2078	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_161									IMGeo	Paal (IG)	plus-type	poller 					
2079	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_158									IMGeo	Paal (IG)	plus-type	portaal 					
2082	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_359									IMGeo	Paal (IG)	bor-type	strandpaal					
2083	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_157									IMGeo	Paal (IG)	plus-type	telpaal 					
2091	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_163									IMGeo	Paal (IG)	bor-type	vlaggenmast					
2092	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_368									IMGeo	Paal (IG)	bor-type	voorzieningenpaal					
2099	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_177									IMGeo	Put (IG)	plus-type	waterleidingput 					
2101	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_496									IMGeo	Put (IG)	bor-type	filterput					
2102	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_493									IMGeo	Put (IG)	bor-type	aansluitput					
2103	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_494									IMGeo	Put (IG)	bor-type	beerput					
2104	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_446									IMGeo	Put (IG)	bor-type	vacuümopslagtank					
2105	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_305									IMGeo	Put (IG)	bor-type	doorvoergat					Wordt als puntobject verwerkt.
2106	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_172									IMGeo	Put (IG)	plus-type	brandkraan / -put					
2107	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_243									IMGeo	Put (IG)	bor-type	fauna-inspectieput					
2108	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_171									IMGeo	Put (IG)	plus-type	benzine- / olieput					
2109	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_233									IMGeo	Put (IG)	bor-type	onttrekkingsput					
2110	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_495									IMGeo	Put (IG)	plus-type	drainageput 					
2111	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_174									IMGeo	Put (IG)	plus-type	gasput 					
2112	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_434									IMGeo	Put (IG)	plus-type	inspectie- / rioolput					
2113	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_176									IMGeo	Put (IG)	plus-type	kolk 					
2114	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_498									IMGeo	Put (IG)	bor-type	slokop					
2116	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_580									IMGeo	Sensor (IG)	bor-type	drukmeter					
2117	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_581									IMGeo	Sensor (IG)	bor-type	kwaliteitssensor					
2118	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_582									IMGeo	Sensor (IG)	bor-type	overstortmeter					
2119	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_583									IMGeo	Sensor (IG)	bor-type	regenmeter					
2122	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_648									IMGeo	Sensor (IG)	bor-type	referentiemicrofoon					
2123	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_663									IMGeo	Sensor (IG)	bor-type	zichtmeter					
2126	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_184									IMGeo	Sensor (IG)	plus-type	windmeter 					
2127	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_181									IMGeo	Sensor (IG)	plus-type	weerstation 					
2128	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_673									IMGeo	Sensor (IG)	plus-type	waterstandmeter 					
2129	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_304	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_7326							IMGeo	Sensor (IG)	plus-type	radardetector					
2130	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_592									IMGeo	Sensor (IG)	plus-type	lichtcel 					
2131	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_304	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_7327							IMGeo	Sensor (IG)	plus-type	hoogtedetectieapparaat					
2132	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_186									IMGeo	Sensor (IG)	plus-type	GMS sensor 					
2133	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_182									IMGeo	Sensor (IG)	plus-type	flitser 					
2135	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_178									IMGeo	Sensor (IG)	plus-type	camera 					
2136	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_179									IMGeo	Sensor (IG)	plus-type	debietmeter 					
2137	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_189									IMGeo	Straatmeubilair	plus-type	abri 					
2140	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_610									IMGeo	Bak (IG)	bor-type	asbak					
2141	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_197	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_10057							IMGeo	Straatmeubilair	plus-type	bank 					
2143	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_704									IMGeo	Straatmeubilair	bor-type	bermpaal					
2144	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_202									IMGeo	Straatmeubilair	plus-type	betaalautomaat 					
2145	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_575									IMGeo	Weginrichtingselement	bor-type	bijzondere tegel					
2146	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_190									IMGeo	Straatmeubilair	plus-type	bolder 					
2147	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_206									IMGeo	Straatmeubilair	bor-type	boombeschermer					
2148	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_768									IMGeo	Straatmeubilair	bor-type	boomstam					
2151	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_191									IMGeo	Straatmeubilair	plus-type	brievenbus 					
2153	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_808									IMGeo	Straatmeubilair	bor-type	drinkwaterpunt					
2158	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_771	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_5075							IMGeo	Straatmeubilair	plus-type	fietsenrek					
2165	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_199									IMGeo	Straatmeubilair	plus-type	fontein 					
2168	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_205									IMGeo	Straatmeubilair	plus-type	herdenkingsmonument 					
2170	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_318									IMGeo	Straatmeubilair	bor-type	informatiezuil					
2172	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_323									IMGeo	Straatmeubilair	bor-type	kathodische beschermingspaal					
2173	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_758									IMGeo	Straatmeubilair	bor-type	klimijzer					
2174	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_193									IMGeo	Straatmeubilair	plus-type	kunstobject 					
2175	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_229									IMGeo	Straatmeubilair	bor-type	laadbrug					
2182	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_640									IMGeo	Straatmeubilair	bor-type	luidspreker					
2186	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_795	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_8985							IMGeo	Straatmeubilair	plus-type	schuur					
2188	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_341									IMGeo	Straatmeubilair	bor-type	parkeerautomaat					
2189	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_201	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_7363							IMGeo	Straatmeubilair	plus-type	parkeerbeugel 					
2190	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_342									IMGeo	Straatmeubilair	bor-type	pergola					
2193	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_318	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_7362							IMGeo	Straatmeubilair	plus-type	reclamezuil 					
2199	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_809									IMGeo	Straatmeubilair	bor-type	sportmeubilair					
2201	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_195									IMGeo	Straatmeubilair	plus-type	slagboom 					
2202	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_353									IMGeo	FunctioneelGebied (IG)	bor-type	snellaadstation					
2204	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_115									IMGeo	Straatmeubilair	plus-type	speelvoorziening					
2205	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_121									IMGeo	Straatmeubilair	bor-type	sporttoestel					
2207	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_201									IMGeo	Straatmeubilair	bor-type	parkeermeubilair					
2208	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_576									IMGeo	Straatmeubilair	bor-type	stapsteen					
2211	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_357									IMGeo	Straatmeubilair	bor-type	stormanker					
2212	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_358									IMGeo	Straatmeubilair	bor-type	douche					
2213	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_196									IMGeo	Straatmeubilair	plus-type	telefooncel 					
2223	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_298									IMGeo	Straatmeubilair	bor-type	verkeersspiegel					
2224	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_367									IMGeo	Straatmeubilair	bor-type	vitrinekast					
2226	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_369									IMGeo	Installatie (IG)	bor-type	vulpunt					
2229	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_210									IMGeo	Sensor (IG)	bor-type	wildsignalering					
2236	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_327									IMGeo	Straatmeubilair	bor-type	oplaadpunt					
2243	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_340									IMGeo	Bord (IG)	bor-type	paddenstoel					
2249	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_435									IMGeo	VegetatieObject (IG)	bor-type	solitaire plant					
2250	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_12									IMGeo	VegetatieObject (IG)	bor-type	klimplant					
2251	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_4									IMGeo	VegetatieObject (IG)	plus-type	boom 					
2252	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_402	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4116							IMGeo	VegetatieObject (IG)	plus-type	haag 					
2253	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_499	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4123	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4517					IMGeo	Waterdeel	bgt-type	watervlakte	plus-type	watervlakte: meer, plas, ven, vijver			
2254	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_499	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4124	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4522					IMGeo	Waterdeel	bgt-type	waterloop	plus-type	waterloop: bron			
2255	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_499	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4124	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4524					IMGeo	Waterdeel	bgt-type	waterloop	plus-type	waterloop: beek			
2256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_499	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4124	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4523					IMGeo	Waterdeel	bgt-type	waterloop	plus-type	waterloop: gracht			
